Accession,GenBank_RefSeq,Assembly,Organism_Name,Species,Isolate,Length,Nuc_Completeness,Geo_Location,USA,Host,Tissue_Specimen_Source,Submitters,Organization,Org_location,Collection_Date,Release_Date
LC881177,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GU11/2020,11826,partial,"Japan:Gunma,Naganohara",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-05-18,2025-07-24
LC881178,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_ST8/2020,11826,partial,"Japan:Saitama,Hanno",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-05-13,2025-07-24
LC881179,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_IS2/2020,11826,partial,"Japan:Ishikawa,Nakanoto",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-06-11,2025-07-24
LC881180,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GU12/2020,11826,partial,"Japan:Gunma,Katashina",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-08-20,2025-07-24
LC881181,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_FS1/2020,11826,partial,"Japan:Fukushima,Aizuwakamatsu",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-09-08,2025-07-24
LC881182,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_IS3/2020,11826,partial,"Japan:Ishikawa,Nanao",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-04-27,2025-07-24
LC881183,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_SI6/2020,11826,partial,"Japan:Shiga,Higashiomi",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-05-27,2025-07-24
LC881184,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_SI7/2020,11826,partial,"Japan:Shiga,Higashiomi",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-06-07,2025-07-24
LC881185,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GU13/2020,11826,partial,"Japan:Gunma,Higashiagatsuma",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-08-07,2025-07-24
LC881186,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GU14/2020,11826,partial,"Japan:Gunma,Naganohara",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-08-07,2025-07-24
LC881187,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_AI8/2020,11826,partial,"Japan:Aichi,Tahara",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-09-30,2025-07-24
LC881188,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_NR1/2020,11826,partial,"Japan:Nara,Nara",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-10-12,2025-07-24
LC881189,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_SZ3/2020,11826,partial,"Japan:Shizuoka,Hamamatsu",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-01-30,2025-07-24
LC881190,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_SZ4/2020,11826,partial,"Japan:Shizuoka,Hamamatsu",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-03-09,2025-07-24
LC881191,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_SI9/2020,11826,partial,"Japan:Shiga,Otsu",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-06-30,2025-07-24
LC881192,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI179/2019,11826,partial,"Japan:Gifu,Minokamo",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2019-02-21,2025-07-24
LC881193,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI182/2019,11826,partial,"Japan:Gifu,Ena",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2019-02-25,2025-07-24
LC881194,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_IS4/2020,11826,partial,"Japan:Ishikawa,Nanao",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-10-20,2025-07-24
LC881195,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_OS1/2020,11826,partial,"Japan:Osaka,Ibaraki",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-10-29,2025-07-24
LC881196,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_WA1/2020,11826,partial,"Japan:Wakayama,Kinokawa",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-10-30,2025-07-24
LC881197,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_WA2/2020,11826,partial,"Japan:Wakayama,Kinokawa",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-10-30,2025-07-24
LC881198,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI189/2019,11826,partial,"Japan:Gifu,Mitake",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2019-02-25,2025-07-24
LC881199,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI190/2019,11826,partial,"Japan:Gifu,Seki",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2019-02-25,2025-07-24
LC881200,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI191/2019,11826,partial,"Japan:Gifu,Kani",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2019-02-25,2025-07-24
LC881201,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI192/2019,11826,partial,"Japan:Gifu,Mino",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2019-02-25,2025-07-24
LC881202,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI193/2019,11826,partial,"Japan:Gifu,Kani",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2019-02-25,2025-07-24
LC881203,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI194/2019,11826,partial,"Japan:Gifu,Gifu",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2019-02-25,2025-07-24
LC881204,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI195/2019,11826,partial,"Japan:Gifu,Gifu",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2019-02-25,2025-07-24
LC881205,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI197/2019,11826,partial,"Japan:Gifu,Seki",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2019-02-25,2025-07-24
LC881206,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_NR2/2020,11826,partial,"Japan:Nara,Nara",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-11-16,2025-07-24
LC881207,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_TC1/2020,11826,partial,"Japan:Tochigi,Nasushiobara",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-11-20,2025-07-24
LC881208,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI1205/2020,11826,partial,"Japan:Gifu,Yamagata",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-11-12,2025-07-24
LC881209,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI27/2018,11826,partial,"Japan:Gifu,Gifu",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-10-16,2025-07-24
LC881210,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI31/2018,11826,partial,"Japan:Gifu,Gifu",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-10-17,2025-07-24
LC881211,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI32/2018,11826,partial,"Japan:Gifu,Gifu",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-10-17,2025-07-24
LC881212,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI34/2018,11826,partial,"Japan:Gifu,Seki",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-10-19,2025-07-24
LC881213,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI39/2018,11826,partial,"Japan:Gifu,Seki",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-10-28,2025-07-24
LC881214,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI40/2018,11826,partial,"Japan:Gifu,Gifu",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-10-29,2025-07-24
LC881215,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI42/2018,11826,partial,"Japan:Gifu,Yamagata",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-11-01,2025-07-24
LC881216,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI45/2018,11826,partial,"Japan:Gifu,Seki",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-11-05,2025-07-24
LC881217,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI46/2018,11826,partial,"Japan:Gifu,Seki",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-11-07,2025-07-24
LC881218,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI48/2018,11826,partial,"Japan:Gifu,Seki",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-11-10,2025-07-24
LC881219,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI50/2018,11826,partial,"Japan:Gifu,Seki",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-11-16,2025-07-24
LC881220,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI52/2018,11826,partial,"Japan:Gifu,Seki",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-11-19,2025-07-24
LC881221,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI54/2018,11826,partial,"Japan:Gifu,Seki",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-11-20,2025-07-24
LC881222,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI55/2018,11826,partial,"Japan:Gifu,Kakamigahara",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-11-21,2025-07-24
LC881223,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI56/2018,11826,partial,"Japan:Gifu,Kakamigahara",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-11-21,2025-07-24
LC881224,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI57/2018,11826,partial,"Japan:Gifu,Kakamigahara",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-11-21,2025-07-24
LC881225,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI59/2018,11826,partial,"Japan:Gifu,Sakahogi",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-11-24,2025-07-24
LC881226,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI61/2018,11826,partial,"Japan:Gifu,Kakamigahara",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-11-30,2025-07-24
LC881227,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_FI2/2021,11826,partial,"Japan:Fukui,Takahama",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-02-26,2025-07-24
LC881228,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_FI4/2021,11826,partial,"Japan:Fukui,Takahama",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-03-09,2025-07-24
LC881229,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_FI5/2021,11826,partial,"Japan:Fukui,Takahama",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-03-13,2025-07-24
LC881230,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI64/2018,11826,partial,"Japan:Gifu,Kani",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-12-04,2025-07-24
LC881231,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI65/2018,11826,partial,"Japan:Gifu,Kakamigahara",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-12-04,2025-07-24
LC881232,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI67/2018,11826,partial,"Japan:Gifu,Gifu",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-12-06,2025-07-24
LC881233,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI68/2018,11826,partial,"Japan:Gifu,Sakahogi",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-12-06,2025-07-24
LC881234,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI70/2018,11826,partial,"Japan:Gifu,Seki",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-12-07,2025-07-24
LC881235,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI71/2018,11826,partial,"Japan:Gifu,Seki",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-12-10,2025-07-24
LC881236,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI72/2018,11826,partial,"Japan:Gifu,Yaotsu",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-12-10,2025-07-24
LC881237,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI75/2018,11826,partial,"Japan:Gifu,Sakahogi",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-12-14,2025-07-24
LC881238,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI76/2018,11826,partial,"Japan:Gifu,Minokamo",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-12-15,2025-07-24
LC881239,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI77/2018,11826,partial,"Japan:Gifu,Kakamigahara",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-12-17,2025-07-24
LC881240,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI78/2018,11826,partial,"Japan:Gifu,Kani",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-12-18,2025-07-24
LC881241,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI79/2018,11826,partial,"Japan:Gifu,Gifu",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-12-21,2025-07-24
LC881242,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI80/2018,11826,partial,"Japan:Gifu,Kawabe",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-12-24,2025-07-24
LC881243,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI81/2018,11826,partial,"Japan:Gifu,Yamagata",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-12-25,2025-07-24
LC881244,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI82/2018,11826,partial,"Japan:Gifu,Sakahogi",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-12-26,2025-07-24
LC881245,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI83/2018,11826,partial,"Japan:Gifu,Kani",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-12-26,2025-07-24
LC881246,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI85/2018,11826,partial,"Japan:Gifu,Yaotsu",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-12-28,2025-07-24
LC881247,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI86/2019,11826,partial,"Japan:Gifu,Seki",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2019-01-03,2025-07-24
LC881248,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI87/2019,11826,partial,"Japan:Gifu,Kakamigahara",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2019-01-03,2025-07-24
LC881249,GenBank,NA,Classical swine fever virus,Pestivirus suis,CSFV/JPN/WB_GI88/2019,11826,partial,"Japan:Gifu,Kakamigahara",NA,Sus scrofa,NA,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2019-01-05,2025-07-24
