Accession,GenBank_RefSeq,Assembly,Organism_Name,Species,Genotype,Isolate,Length,Nuc_Completeness,Geo_Location,USA,Host,Tissue_Specimen_Source,Submitters,Organization,Org_location,Collection_Date,Release_Date,Molecule_type
LC881175,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_TY1/2020,11826,partial,"Japan:Tokyo,Ome",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-06-27,2025-07-24,ssRNA(+)
LC881176,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GU10/2020,11826,partial,"Japan:Gunma,Naganohara",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-05-01,2025-07-24,ssRNA(+)
LC881177,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GU11/2020,11826,partial,"Japan:Gunma,Naganohara",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-05-18,2025-07-24,ssRNA(+)
LC881178,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_ST8/2020,11826,partial,"Japan:Saitama,Hanno",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-05-13,2025-07-24,ssRNA(+)
LC881179,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IS2/2020,11826,partial,"Japan:Ishikawa,Nakanoto",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-06-11,2025-07-24,ssRNA(+)
LC881180,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GU12/2020,11826,partial,"Japan:Gunma,Katashina",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-08-20,2025-07-24,ssRNA(+)
LC881181,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_FS1/2020,11826,partial,"Japan:Fukushima,Aizuwakamatsu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-09-08,2025-07-24,ssRNA(+)
LC881182,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IS3/2020,11826,partial,"Japan:Ishikawa,Nanao",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-04-27,2025-07-24,ssRNA(+)
LC881183,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SI6/2020,11826,partial,"Japan:Shiga,Higashiomi",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-05-27,2025-07-24,ssRNA(+)
LC881184,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SI7/2020,11826,partial,"Japan:Shiga,Higashiomi",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-06-07,2025-07-24,ssRNA(+)
LC881185,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GU13/2020,11826,partial,"Japan:Gunma,Higashiagatsuma",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-08-07,2025-07-24,ssRNA(+)
LC881186,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GU14/2020,11826,partial,"Japan:Gunma,Naganohara",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-08-07,2025-07-24,ssRNA(+)
LC881187,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_AI8/2020,11826,partial,"Japan:Aichi,Tahara",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-09-30,2025-07-24,ssRNA(+)
LC881188,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_NR1/2020,11826,partial,"Japan:Nara,Nara",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-10-12,2025-07-24,ssRNA(+)
LC881189,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SZ3/2020,11826,partial,"Japan:Shizuoka,Hamamatsu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-01-30,2025-07-24,ssRNA(+)
LC881190,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SZ4/2020,11826,partial,"Japan:Shizuoka,Hamamatsu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-03-09,2025-07-24,ssRNA(+)
LC881191,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SI9/2020,11826,partial,"Japan:Shiga,Otsu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-06-30,2025-07-24,ssRNA(+)
LC881192,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI179/2019,11826,partial,"Japan:Gifu,Minokamo",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2019-02-21,2025-07-24,ssRNA(+)
LC881193,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI182/2019,11826,partial,"Japan:Gifu,Ena",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2019-02-25,2025-07-24,ssRNA(+)
LC881194,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IS4/2020,11826,partial,"Japan:Ishikawa,Nanao",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-10-20,2025-07-24,ssRNA(+)
LC881195,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_OS1/2020,11826,partial,"Japan:Osaka,Ibaraki",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-10-29,2025-07-24,ssRNA(+)
LC881196,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_WA1/2020,11826,partial,"Japan:Wakayama,Kinokawa",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-10-30,2025-07-24,ssRNA(+)
LC881197,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_WA2/2020,11826,partial,"Japan:Wakayama,Kinokawa",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-10-30,2025-07-24,ssRNA(+)
LC881198,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI189/2019,11826,partial,"Japan:Gifu,Mitake",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2019-02-25,2025-07-24,ssRNA(+)
LC881199,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI190/2019,11826,partial,"Japan:Gifu,Seki",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2019-02-25,2025-07-24,ssRNA(+)
LC881200,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI191/2019,11826,partial,"Japan:Gifu,Kani",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2019-02-25,2025-07-24,ssRNA(+)
LC881201,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI192/2019,11826,partial,"Japan:Gifu,Mino",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2019-02-25,2025-07-24,ssRNA(+)
LC881202,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI193/2019,11826,partial,"Japan:Gifu,Kani",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2019-02-25,2025-07-24,ssRNA(+)
LC881203,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI194/2019,11826,partial,"Japan:Gifu,Gifu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2019-02-25,2025-07-24,ssRNA(+)
LC881204,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI195/2019,11826,partial,"Japan:Gifu,Gifu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2019-02-25,2025-07-24,ssRNA(+)
LC881205,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI197/2019,11826,partial,"Japan:Gifu,Seki",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2019-02-25,2025-07-24,ssRNA(+)
LC881206,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_NR2/2020,11826,partial,"Japan:Nara,Nara",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-11-16,2025-07-24,ssRNA(+)
LC881207,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_TC1/2020,11826,partial,"Japan:Tochigi,Nasushiobara",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-11-20,2025-07-24,ssRNA(+)
LC881208,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI1205/2020,11826,partial,"Japan:Gifu,Yamagata",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-11-12,2025-07-24,ssRNA(+)
LC881209,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI27/2018,11826,partial,"Japan:Gifu,Gifu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-10-16,2025-07-24,ssRNA(+)
LC881210,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI31/2018,11826,partial,"Japan:Gifu,Gifu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-10-17,2025-07-24,ssRNA(+)
LC881211,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI32/2018,11826,partial,"Japan:Gifu,Gifu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-10-17,2025-07-24,ssRNA(+)
LC881212,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI34/2018,11826,partial,"Japan:Gifu,Seki",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-10-19,2025-07-24,ssRNA(+)
LC881213,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI39/2018,11826,partial,"Japan:Gifu,Seki",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-10-28,2025-07-24,ssRNA(+)
LC881214,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI40/2018,11826,partial,"Japan:Gifu,Gifu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-10-29,2025-07-24,ssRNA(+)
LC881215,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI42/2018,11826,partial,"Japan:Gifu,Yamagata",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-11-01,2025-07-24,ssRNA(+)
LC881216,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI45/2018,11826,partial,"Japan:Gifu,Seki",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-11-05,2025-07-24,ssRNA(+)
LC881217,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI46/2018,11826,partial,"Japan:Gifu,Seki",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-11-07,2025-07-24,ssRNA(+)
LC881218,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI48/2018,11826,partial,"Japan:Gifu,Seki",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-11-10,2025-07-24,ssRNA(+)
LC881219,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI50/2018,11826,partial,"Japan:Gifu,Seki",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-11-16,2025-07-24,ssRNA(+)
LC881220,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI52/2018,11826,partial,"Japan:Gifu,Seki",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-11-19,2025-07-24,ssRNA(+)
LC881221,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI54/2018,11826,partial,"Japan:Gifu,Seki",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-11-20,2025-07-24,ssRNA(+)
LC881222,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI55/2018,11826,partial,"Japan:Gifu,Kakamigahara",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-11-21,2025-07-24,ssRNA(+)
LC881223,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI56/2018,11826,partial,"Japan:Gifu,Kakamigahara",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-11-21,2025-07-24,ssRNA(+)
LC881224,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI57/2018,11826,partial,"Japan:Gifu,Kakamigahara",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-11-21,2025-07-24,ssRNA(+)
LC881225,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI59/2018,11826,partial,"Japan:Gifu,Sakahogi",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-11-24,2025-07-24,ssRNA(+)
LC881226,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI61/2018,11826,partial,"Japan:Gifu,Kakamigahara",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-11-30,2025-07-24,ssRNA(+)
LC881227,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_FI2/2021,11826,partial,"Japan:Fukui,Takahama",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-02-26,2025-07-24,ssRNA(+)
LC881228,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_FI4/2021,11826,partial,"Japan:Fukui,Takahama",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-03-09,2025-07-24,ssRNA(+)
LC881229,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_FI5/2021,11826,partial,"Japan:Fukui,Takahama",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-03-13,2025-07-24,ssRNA(+)
LC881230,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI64/2018,11826,partial,"Japan:Gifu,Kani",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-12-04,2025-07-24,ssRNA(+)
LC881231,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI65/2018,11826,partial,"Japan:Gifu,Kakamigahara",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-12-04,2025-07-24,ssRNA(+)
LC881232,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI67/2018,11826,partial,"Japan:Gifu,Gifu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-12-06,2025-07-24,ssRNA(+)
LC881233,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI68/2018,11826,partial,"Japan:Gifu,Sakahogi",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-12-06,2025-07-24,ssRNA(+)
LC881234,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI70/2018,11826,partial,"Japan:Gifu,Seki",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-12-07,2025-07-24,ssRNA(+)
LC881235,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI71/2018,11826,partial,"Japan:Gifu,Seki",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-12-10,2025-07-24,ssRNA(+)
LC881236,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI72/2018,11826,partial,"Japan:Gifu,Yaotsu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-12-10,2025-07-24,ssRNA(+)
LC881237,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI75/2018,11826,partial,"Japan:Gifu,Sakahogi",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-12-14,2025-07-24,ssRNA(+)
LC881238,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI76/2018,11826,partial,"Japan:Gifu,Minokamo",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-12-15,2025-07-24,ssRNA(+)
LC881239,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI77/2018,11826,partial,"Japan:Gifu,Kakamigahara",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-12-17,2025-07-24,ssRNA(+)
LC881240,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI78/2018,11826,partial,"Japan:Gifu,Kani",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-12-18,2025-07-24,ssRNA(+)
LC881241,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI79/2018,11826,partial,"Japan:Gifu,Gifu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-12-21,2025-07-24,ssRNA(+)
LC881242,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI80/2018,11826,partial,"Japan:Gifu,Kawabe",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-12-24,2025-07-24,ssRNA(+)
LC881243,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI81/2018,11826,partial,"Japan:Gifu,Yamagata",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-12-25,2025-07-24,ssRNA(+)
LC881244,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI82/2018,11826,partial,"Japan:Gifu,Sakahogi",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-12-26,2025-07-24,ssRNA(+)
LC881245,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI83/2018,11826,partial,"Japan:Gifu,Kani",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-12-26,2025-07-24,ssRNA(+)
LC881246,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI85/2018,11826,partial,"Japan:Gifu,Yaotsu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-12-28,2025-07-24,ssRNA(+)
LC881247,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI86/2019,11826,partial,"Japan:Gifu,Seki",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2019-01-03,2025-07-24,ssRNA(+)
